var;Name;val;s;alpha
Fx;PBE;1.0583847554928218;0.5355355355355356;0.0
Fx;PBE;1.0594001557349506;0.5405405405405406;0.0
Fx;PBE;1.0604222010981033;0.5455455455455456;0.0
Fx;PBE;1.0614508255212785;0.5505505505505506;0.0
Fx;PBE;1.0624859628088432;0.5555555555555556;0.0
Fx;PBE;1.0635275466398004;0.5605605605605606;0.0
Fx;PBE;1.0645755105770047;0.5655655655655656;0.0
Fx;PBE;1.065629788076321;0.5705705705705706;0.0
Fx;PBE;1.0666903124957265;0.5755755755755756;0.0
Fx;PBE;1.0677570171043549;0.5805805805805806;0.0
Fx;PBE;1.0688298350914787;0.5855855855855856;0.0
Fx;PBE;1.0699086995754292;0.5905905905905906;0.0
Fx;PBE;1.0709935436124536;0.5955955955955956;0.0
Fx;PBE;1.0720843002055038;0.6006006006006006;0.0
Fx;PBE;1.073180902312961;0.6056056056056056;0.0
Fx;PBE;1.0742832828572875;0.6106106106106106;0.0
Fx;PBE;1.0753913747336117;0.6156156156156156;0.0
Fx;PBE;1.0765051108182384;0.6206206206206206;0.0
Fx;PBE;1.0776244239770867;0.6256256256256256;0.0
Fx;PBE;1.0787492470740532;0.6306306306306306;0.0
Fx;PBE;1.0798795129792977;0.6356356356356356;0.0
Fx;PBE;1.0810151545774527;0.6406406406406406;0.0
Fx;PBE;1.0821561047757533;0.6456456456456456;0.0
Fx;PBE;1.0833022965120873;0.6506506506506506;0.0
Fx;PBE;1.0844536627629633;0.6556556556556556;0.0
Fx;PBE;1.0856101365513973;0.6606606606606606;0.0
Fx;PBE;1.086771650954715;0.6656656656656657;0.0
Fx;PBE;1.0879381391122698;0.6706706706706707;0.0
Fx;PBE;1.0891095342330754;0.6756756756756757;0.0
Fx;PBE;1.090285769603351;0.6806806806806807;0.0
Fx;PBE;1.0914667785939791;0.6856856856856857;0.0
Fx;PBE;1.092652494667876;0.6906906906906907;0.0
Fx;PBE;1.0938428513872707;0.6956956956956957;0.0
Fx;PBE;1.0950377824208963;0.7007007007007007;0.0
Fx;PBE;1.0962372215510883;0.7057057057057057;0.0
Fx;PBE;1.0974411026807924;0.7107107107107107;0.0
Fx;PBE;1.0986493598404796;0.7157157157157157;0.0
Fx;PBE;1.0998619271949681;0.7207207207207207;0.0
Fx;PBE;1.1010787390501526;0.7257257257257257;0.0
Fx;PBE;1.1022997298596373;0.7307307307307307;0.0
Fx;PBE;1.103524834231277;0.7357357357357357;0.0
Fx;PBE;1.1047539869336198;0.7407407407407407;0.0
Fx;PBE;1.1059871229022584;0.7457457457457457;0.0
Fx;PBE;1.1072241772460802;0.7507507507507507;0.0
Fx;PBE;1.108465085253425;0.7557557557557557;0.0
Fx;PBE;1.1097097823981434;0.7607607607607607;0.0
Fx;PBE;1.1109582043455606;0.7657657657657657;0.0
Fx;PBE;1.112210286958339;0.7707707707707707;0.0
Fx;PBE;1.1134659663022484;0.7757757757757757;0.0
Fx;PBE;1.1147251786518322;0.7807807807807807;0.0
Fx;PBE;1.1159878604959819;0.7857857857857857;0.0
Fx;PBE;1.1172539485434085;0.7907907907907907;0.0
Fx;PBE;1.118523379728019;0.7957957957957957;0.0
Fx;PBE;1.1197960912141922;0.8008008008008007;0.0
Fx;PBE;1.1210720204019577;0.8058058058058059;0.0
Fx;PBE;1.122351104932077;0.8108108108108109;0.0
Fx;PBE;1.123633282691024;0.8158158158158159;0.0
Fx;PBE;1.1249184918158712;0.8208208208208209;0.0
Fx;PBE;1.1262066706990734;0.8258258258258259;0.0
Fx;PBE;1.1274977579931564;0.8308308308308309;0.0
Fx;PBE;1.128791692615307;0.8358358358358359;0.0
Fx;PBE;1.1300884137518654;0.8408408408408409;0.0
Fx;PBE;1.131387860862721;0.8458458458458459;0.0
Fx;PBE;1.1326899736856089;0.8508508508508509;0.0
Fx;PBE;1.1339946922403115;0.8558558558558559;0.0
Fx;PBE;1.1353019568327631;0.8608608608608609;0.0
Fx;PBE;1.1366117080590576;0.8658658658658659;0.0
Fx;PBE;1.1379238868093615;0.8708708708708709;0.0
Fx;PBE;1.1392384342717297;0.8758758758758759;0.0
Fx;PBE;1.1405552919358266;0.8808808808808809;0.0
Fx;PBE;1.1418744015965545;0.8858858858858859;0.0
Fx;PBE;1.1431957053575843;0.8908908908908909;0.0
Fx;PBE;1.1445191456347956;0.8958958958958959;0.0
Fx;PBE;1.1458446651596208;0.9009009009009009;0.0
Fx;PBE;1.1471722069822978;0.9059059059059059;0.0
Fx;PBE;1.1485017144750318;0.9109109109109109;0.0
Fx;PBE;1.1498331313350605;0.9159159159159159;0.0
Fx;PBE;1.1511664015876357;0.9209209209209209;0.0
Fx;PBE;1.1525014695889062;0.9259259259259259;0.0
Fx;PBE;1.1538382800287161;0.9309309309309309;0.0
Fx;PBE;1.1551767779333135;0.9359359359359359;0.0
Fx;PBE;1.1565169086679665;0.9409409409409409;0.0
Fx;PBE;1.157858617939496;0.9459459459459459;0.0
Fx;PBE;1.1592018517987188;0.950950950950951;0.0
Fx;PBE;1.160546556642803;0.955955955955956;0.0
Fx;PBE;1.1618926792175412;0.960960960960961;0.0
Fx;PBE;1.163240166619533;0.965965965965966;0.0
Fx;PBE;1.164588966298288;0.970970970970971;0.0
Fx;PBE;1.1659390260582432;0.975975975975976;0.0
Fx;PBE;1.167290294060696;0.980980980980981;0.0
Fx;PBE;1.1686427188256576;0.985985985985986;0.0
Fx;PBE;1.1699962492336229;0.990990990990991;0.0
Fx;PBE;1.1713508345272605;0.995995995995996;0.0
Fx;PBE;1.172706424313024;1.001001001001001;0.0
Fx;PBE;1.1740629685626822;1.006006006006006;0.0
Fx;PBE;1.1754204176147722;1.011011011011011;0.0
Fx;PBE;1.1767787221759767;1.016016016016016;0.0
Fx;PBE;1.1781378333224213;1.021021021021021;0.0
Fx;PBE;1.1794977025009;1.026026026026026;0.0
Fx;PBE;1.1808582815300228;1.031031031031031;0.0
Fx;PBE;1.182219522601292;1.0360360360360361;0.0
Fx;PBE;1.1835813782801035;1.0410410410410411;0.0
Fx;PBE;1.184943801506677;1.0460460460460461;0.0
Fx;PBE;1.1863067455969156;1.0510510510510511;0.0
Fx;PBE;1.1876701642431924;1.0560560560560561;0.0
Fx;PBE;1.1890340115150715;1.0610610610610611;0.0
Fx;PBE;1.190398241859957;1.0660660660660661;0.0
Fx;PBE;1.1917628101036772;1.0710710710710711;0.0
Fx;PBE;1.1931276714509995;1.0760760760760761;0.0
Fx;PBE;1.194492781486082;1.0810810810810811;0.0
Fx;PBE;1.195858096172858;1.0860860860860861;0.0
Fx;PBE;1.1972235718553583;1.0910910910910911;0.0
Fx;PBE;1.1985891652579692;1.0960960960960962;0.0
Fx;PBE;1.19995483348563;1.1011011011011012;0.0
Fx;PBE;1.2013205340239665;1.1061061061061062;0.0
Fx;PBE;1.2026862247393686;1.1111111111111112;0.0
Fx;PBE;1.204051863879004;1.1161161161161162;0.0
Fx;PBE;1.2054174100707757;1.1211211211211212;0.0
Fx;PBE;1.2067828223232235;1.1261261261261262;0.0
Fx;PBE;1.2081480600253662;1.1311311311311312;0.0
Fx;PBE;1.2095130829464893;1.1361361361361362;0.0
Fx;PBE;1.2108778512358787;1.1411411411411412;0.0
Fx;PBE;1.2122423254225;1.1461461461461462;0.0
Fx;PBE;1.2136064664146253;1.1511511511511512;0.0
Fx;PBE;1.2149702354994067;1.1561561561561562;0.0
Fx;PBE;1.2163335943424018;1.1611611611611612;0.0
Fx;PBE;1.2176965049870465;1.1661661661661662;0.0
Fx;PBE;1.2190589298540784;1.1711711711711712;0.0
Fx;PBE;1.2204208317409155;1.1761761761761762;0.0
Fx;PBE;1.2217821738209829;1.1811811811811812;0.0
Fx;PBE;1.2231429196429962;1.1861861861861862;0.0
Fx;PBE;1.224503033130199;1.1911911911911912;0.0
Fx;PBE;1.225862478579554;1.1961961961961962;0.0
Fx;PBE;1.227221220660893;1.2012012012012012;0.0
Fx;PBE;1.2285792244160214;1.2062062062062062;0.0
Fx;PBE;1.229936455257783;1.2112112112112112;0.0
Fx;PBE;1.2312928789690816;1.2162162162162162;0.0
Fx;PBE;1.2326484617018647;1.2212212212212212;0.0
Fx;PBE;1.2340031699760659;1.2262262262262262;0.0
Fx;PBE;1.2353569706785095;1.2312312312312312;0.0
Fx;PBE;1.236709831061778;1.2362362362362362;0.0
Fx;PBE;1.2380617187430407;1.2412412412412412;0.0
Fx;PBE;1.2394126017028508;1.2462462462462462;0.0
Fx;PBE;1.2407624482839028;1.2512512512512513;0.0
Fx;PBE;1.2421112271897559;1.2562562562562563;0.0
Fx;PBE;1.2434589074835285;1.2612612612612613;0.0
Fx;PBE;1.2448054585865547;1.2662662662662663;0.0
Fx;PBE;1.2461508502770124;1.2712712712712713;0.0
Fx;PBE;1.2474950526885187;1.2762762762762763;0.0
Fx;PBE;1.2488380363086957;1.2812812812812813;0.0
Fx;PBE;1.250179771977707;1.2862862862862863;0.0
Fx;PBE;1.2515202308867646;1.2912912912912913;0.0
Fx;PBE;1.2528593845766092;1.2962962962962963;0.0
Fx;PBE;1.2541972049359633;1.3013013013013013;0.0
Fx;PBE;1.2555336641999562;1.3063063063063063;0.0
Fx;PBE;1.2568687349485255;1.3113113113113113;0.0
Fx;PBE;1.2582023901047932;1.3163163163163163;0.0
Fx;PBE;1.2595346029334158;1.3213213213213213;0.0
Fx;PBE;1.2608653470389148;1.3263263263263263;0.0
Fx;PBE;1.2621945963639802;1.3313313313313313;0.0
Fx;PBE;1.263522325187756;1.3363363363363363;0.0
Fx;PBE;1.2648485081241005;1.3413413413413413;0.0
Fx;PBE;1.2661731201198305;1.3463463463463463;0.0
Fx;PBE;1.267496136452941;1.3513513513513513;0.0
Fx;PBE;1.268817532730809;1.3563563563563563;0.0
Fx;PBE;1.2701372848883783;1.3613613613613613;0.0
Fx;PBE;1.2714553691863244;1.3663663663663663;0.0
Fx;PBE;1.2727717622092045;1.3713713713713713;0.0
Fx;PBE;1.2740864408635904;1.3763763763763763;0.0
Fx;PBE;1.275399382376184;1.3813813813813813;0.0
Fx;PBE;1.2767105642919194;1.3863863863863863;0.0
Fx;PBE;1.2780199644720496;1.3913913913913913;0.0
Fx;PBE;1.279327561092219;1.3963963963963963;0.0
Fx;PBE;1.2806333326405217;1.4014014014014013;0.0
Fx;PBE;1.2819372579155495;1.4064064064064064;0.0
Fx;PBE;1.2832393160244233;1.4114114114114114;0.0
Fx;PBE;1.2845394863808184;1.4164164164164164;0.0
Fx;PBE;1.2858377487029724;1.4214214214214214;0.0
Fx;PBE;1.2871340830116884;1.4264264264264264;0.0
Fx;PBE;1.2884284696283237;1.4314314314314314;0.0
Fx;PBE;1.289720889172772;1.4364364364364364;0.0
Fx;PBE;1.2910113225614348;1.4414414414414414;0.0
Fx;PBE;1.2922997510051846;1.4464464464464464;0.0
Fx;PBE;1.293586156007321;1.4514514514514514;0.0
Fx;PBE;1.2948705193615209;1.4564564564564564;0.0
Fx;PBE;1.296152823149776;1.4614614614614614;0.0
Fx;PBE;1.2974330497403317;1.4664664664664664;0.0
Fx;PBE;1.2987111817856127;1.4714714714714714;0.0
Fx;PBE;1.2999872022201506;1.4764764764764764;0.0
Fx;PBE;1.3012610942584986;1.4814814814814814;0.0
Fx;PBE;1.3025328413931487;1.4864864864864864;0.0
Fx;PBE;1.3038024273924402;1.4914914914914914;0.0
Fx;PBE;1.305069836298467;1.4964964964964964;0.0
Fx;PBE;1.3063350524249802;1.5015015015015014;0.0
Fx;PBE;1.3075980603552892;1.5065065065065064;0.0
Fx;PBE;1.30885884494016;1.5115115115115114;0.0
Fx;PBE;1.3101173912957107;1.5165165165165164;0.0
Fx;PBE;1.3113736848013076;1.5215215215215214;0.0
Fx;PBE;1.3126277110974576;1.5265265265265264;0.0
Fx;PBE;1.3138794560837022;1.5315315315315314;0.0
Fx;PBE;1.3151289059165094;1.5365365365365364;0.0
Fx;PBE;1.3163760470071662;1.5415415415415414;0.0
Fx;PBE;1.3176208660196724;1.5465465465465464;0.0
Fx;PBE;1.3188633498686337;1.5515515515515514;0.0
Fx;PBE;1.3201034857171563;1.5565565565565564;0.0
Fx;PBE;1.3213412609747444;1.5615615615615615;0.0
Fx;PBE;1.3225766632951967;1.5665665665665665;0.0
Fx;PBE;1.3238096805745079;1.5715715715715715;0.0
Fx;PBE;1.32504030094877;1.5765765765765765;0.0
Fx;PBE;1.3262685127920788;1.5815815815815815;0.0
Fx;PBE;1.3274943047144423;1.5865865865865865;0.0
Fx;PBE;1.328717665559691;1.5915915915915915;0.0
Fx;PBE;1.3299385844033949;1.5965965965965965;0.0
Fx;PBE;1.3311570505507822;1.6016016016016015;0.0
Fx;PBE;1.3323730535346623;1.6066066066066067;0.0
Fx;PBE;1.333586583113355;1.6116116116116117;0.0
Fx;PBE;1.334797629268622;1.6166166166166167;0.0
Fx;PBE;1.336006182203606;1.6216216216216217;0.0
Fx;PBE;1.337212232340772;1.6266266266266267;0.0
Fx;PBE;1.3384157703198585;1.6316316316316317;0.0
Fx;PBE;1.3396167869958284;1.6366366366366367;0.0
Fx;PBE;1.3408152734368324;1.6416416416416417;0.0
Fx;PBE;1.3420112209221742;1.6466466466466467;0.0
Fx;PBE;1.3432046209402835;1.6516516516516517;0.0
Fx;PBE;1.3443954651866956;1.6566566566566567;0.0
Fx;PBE;1.3455837455620385;1.6616616616616617;0.0
Fx;PBE;1.3467694541700255;1.6666666666666667;0.0
Fx;PBE;1.3479525833154575;1.6716716716716717;0.0
Fx;PBE;1.3491331255022305;1.6766766766766767;0.0
Fx;PBE;1.3503110734313513;1.6816816816816818;0.0
Fx;PBE;1.351486419998962;1.6866866866866868;0.0
Fx;PBE;1.3526591582943723;1.6916916916916918;0.0
Fx;PBE;1.3538292815980983;1.6966966966966968;0.0
Fx;PBE;1.3549967833799121;1.7017017017017018;0.0
Fx;PBE;1.3561616572968984;1.7067067067067068;0.0
Fx;PBE;1.3573238971915202;1.7117117117117118;0.0
Fx;PBE;1.358483497089693;1.7167167167167168;0.0
Fx;PBE;1.3596404511988698;1.7217217217217218;0.0
Fx;PBE;1.36079475390613;1.7267267267267268;0.0
Fx;PBE;1.3619463997762864;1.7317317317317318;0.0
Fx;PBE;1.3630953835499924;1.7367367367367368;0.0
Fx;PBE;1.3642417001418643;1.7417417417417418;0.0
Fx;PBE;1.3653853446386122;1.7467467467467468;0.0
Fx;PBE;1.3665263122971787;1.7517517517517518;0.0
Fx;PBE;1.3676645985428906;1.7567567567567568;0.0
Fx;PBE;1.3688001989676177;1.7617617617617618;0.0
Fx;PBE;1.3699331093279439;1.7667667667667668;0.0
Fx;PBE;1.3710633255433458;1.7717717717717718;0.0
Fx;PBE;1.3721908436943857;1.7767767767767768;0.0
Fx;PBE;1.3733156600209104;1.7817817817817818;0.0
Fx;PBE;1.3744377709202642;1.7867867867867868;0.0
Fx;PBE;1.3755571729455098;1.7917917917917918;0.0
Fx;PBE;1.3766738628036612;1.7967967967967968;0.0
Fx;PBE;1.3777878373539276;1.8018018018018018;0.0
Fx;PBE;1.378899093605966;1.8068068068068068;0.0
Fx;PBE;1.3800076287181484;1.8118118118118118;0.0
Fx;PBE;1.3811134399958354;1.8168168168168168;0.0
Fx;PBE;1.3822165248896645;1.8218218218218218;0.0
Fx;PBE;1.3833168809938472;1.8268268268268268;0.0
Fx;PBE;1.3844145060444784;1.8318318318318318;0.0
Fx;PBE;1.3855093979178563;1.8368368368368369;0.0
Fx;PBE;1.3866015546288135;1.8418418418418419;0.0
Fx;PBE;1.3876909743290602;1.8468468468468469;0.0
Fx;PBE;1.3887776553055369;1.8518518518518519;0.0
Fx;PBE;1.3898615959787808;1.8568568568568569;0.0
Fx;PBE;1.390942794901301;1.8618618618618619;0.0
Fx;PBE;1.3920212507559673;1.8668668668668669;0.0
Fx;PBE;1.3930969623544094;1.8718718718718719;0.0
Fx;PBE;1.3941699286354279;1.8768768768768769;0.0
Fx;PBE;1.395240148663414;1.8818818818818819;0.0
Fx;PBE;1.3963076216267876;1.8868868868868869;0.0
Fx;PBE;1.3973723468364385;1.8918918918918919;0.0
Fx;PBE;1.3984343237241852;1.896896896896897;0.0
Fx;PBE;1.399493551841243;1.901901901901902;0.0
Fx;PBE;1.400550030856703;1.906906906906907;0.0
Fx;PBE;1.4016037605560243;1.911911911911912;0.0
Fx;PBE;1.4026547408395362;1.916916916916917;0.0
Fx;PBE;1.4037029717209542;1.921921921921922;0.0
Fx;PBE;1.4047484533259031;1.926926926926927;0.0
Fx;PBE;1.4057911858904586;1.931931931931932;0.0
Fx;PBE;1.4068311697596936;1.936936936936937;0.0
Fx;PBE;1.4078684053862403;1.941941941941942;0.0
Fx;PBE;1.4089028933288616;1.946946946946947;0.0
Fx;PBE;1.409934634251036;1.951951951951952;0.0
Fx;PBE;1.410963628919553;1.956956956956957;0.0
Fx;PBE;1.4119898782031193;1.961961961961962;0.0
Fx;PBE;1.4130133830709783;1.966966966966967;0.0
Fx;PBE;1.414034144591539;1.971971971971972;0.0
Fx;PBE;1.4150521639310183;1.976976976976977;0.0
Fx;PBE;1.416067442352094;1.981981981981982;0.0
Fx;PBE;1.4170799812125685;1.986986986986987;0.0
Fx;PBE;1.4180897819640446;1.991991991991992;0.0
Fx;PBE;1.419096846150614;1.996996996996997;0.0
Fx;PBE;1.4201011754075543;2.002002002002002;0.0
Fx;PBE;1.4211027714600397;2.007007007007007;0.0
Fx;PBE;1.422101636121862;2.012012012012012;0.0
Fx;PBE;1.4230977712941617;2.017017017017017;0.0
Fx;PBE;1.4240911789641755;2.022022022022022;0.0
Fx;PBE;1.4250818612039868;2.027027027027027;0.0
Fx;PBE;1.4260698201692945;2.032032032032032;0.0
Fx;PBE;1.427055058098189;2.037037037037037;0.0
Fx;PBE;1.4280375773099414;2.042042042042042;0.0
Fx;PBE;1.429017380203802;2.047047047047047;0.0
Fx;PBE;1.429994469257812;2.052052052052052;0.0
Fx;PBE;1.430968847027623;2.057057057057057;0.0
Fx;PBE;1.4319405161453311;2.062062062062062;0.0
Fx;PBE;1.4329094793183192;2.067067067067067;0.0
Fx;PBE;1.4338757393281114;2.0720720720720722;0.0
Fx;PBE;1.4348392990292378;2.0770770770770772;0.0
Fx;PBE;1.4358001613481097;2.0820820820820822;0.0
Fx;PBE;1.436758329281907;2.0870870870870872;0.0
Fx;PBE;1.4377138058974746;2.0920920920920922;0.0
Fx;PBE;1.438666594330229;2.0970970970970972;0.0
Fx;PBE;1.4396166977830793;2.1021021021021022;0.0
Fx;PBE;1.4405641195253525;2.1071071071071072;0.0
Fx;PBE;1.4415088628917356;2.1121121121121122;0.0
Fx;PBE;1.4424509312812235;2.1171171171171173;0.0
Fx;PBE;1.4433903281560785;2.1221221221221223;0.0
Fx;PBE;1.444327057040804;2.1271271271271273;0.0
Fx;PBE;1.44526112152112;2.1321321321321323;0.0
Fx;PBE;1.446192525242957;2.1371371371371373;0.0
Fx;PBE;1.4471212719114572;2.1421421421421423;0.0
Fx;PBE;1.448047365289984;2.1471471471471473;0.0
Fx;PBE;1.4489708091991425;2.1521521521521523;0.0
Fx;PBE;1.4498916075158124;2.1571571571571573;0.0
Fx;PBE;1.4508097641721882;2.1621621621621623;0.0
Fx;PBE;1.4517252831548282;2.1671671671671673;0.0
Fx;PBE;1.4526381685037177;2.1721721721721723;0.0
Fx;PBE;1.4535484243113375;2.1771771771771773;0.0
Fx;PBE;1.4544560547217444;2.1821821821821823;0.0
Fx;PBE;1.4553610639296606;2.1871871871871873;0.0
Fx;PBE;1.456263456179573;2.1921921921921923;0.0
Fx;PBE;1.4571632357648423;2.1971971971971973;0.0
Fx;PBE;1.4580604070268197;2.2022022022022023;0.0
Fx;PBE;1.4589549743539758;2.2072072072072073;0.0
Fx;PBE;1.4598469421810367;2.2122122122122123;0.0
Fx;PBE;1.46073631498813;2.2172172172172173;0.0
Fx;PBE;1.4616230972999404;2.2222222222222223;0.0
Fx;PBE;1.4625072936848738;2.2272272272272273;0.0
Fx;PBE;1.4633889087542304;2.2322322322322323;0.0
Fx;PBE;1.4642679471613882;2.2372372372372373;0.0
Fx;PBE;1.4651444136009923;2.2422422422422423;0.0
Fx;PBE;1.4660183128081585;2.2472472472472473;0.0
Fx;PBE;1.466889649557679;2.2522522522522523;0.0
Fx;PBE;1.4677584286632421;2.2572572572572573;0.0
Fx;PBE;1.4686246549766586;2.2622622622622623;0.0
Fx;PBE;1.469488333387096;2.2672672672672673;0.0
Fx;PBE;1.4703494688203238;2.2722722722722724;0.0
Fx;PBE;1.4712080662379643;2.2772772772772774;0.0
Fx;PBE;1.4720641306367541;2.2822822822822824;0.0
Fx;PBE;1.4729176670478128;2.2872872872872874;0.0
Fx;PBE;1.4737686805359207;2.2922922922922924;0.0
Fx;PBE;1.4746171761988038;2.2972972972972974;0.0
Fx;PBE;1.4754631591664287;2.3023023023023024;0.0
Fx;PBE;1.476306634600303;2.3073073073073074;0.0
Fx;PBE;1.4771476076927872;2.3123123123123124;0.0
Fx;PBE;1.4779860836664107;2.3173173173173174;0.0
Fx;PBE;1.4788220677731994;2.3223223223223224;0.0
Fx;PBE;1.4796555652940082;2.3273273273273274;0.0
Fx;PBE;1.4804865815378634;2.3323323323323324;0.0
Fx;PBE;1.4813151218413119;2.3373373373373374;0.0
Fx;PBE;1.4821411915677778;2.3423423423423424;0.0
Fx;PBE;1.4829647961069279;2.3473473473473474;0.0
